ID,SET,PROMPT LABEL,ESSAY LABEL,DELTA
essay249,TRAIN,1.0,2.0,1.0
essay249,TRAIN,0.0,0.0,0.0
essay249,TRAIN,1.0,1.0,0.0
essay250,TRAIN,1.0,1.0,0.0
essay250,TRAIN,1.0,1.0,0.0
essay250,TRAIN,0.0,0.0,0.0
essay251,TRAIN,1.0,0.0,-1.0
essay251,TRAIN,1.0,2.0,1.0
essay251,TRAIN,2.0,2.0,0.0
essay252,TRAIN,2.0,1.0,-1.0
essay252,TRAIN,2.0,2.0,0.0
essay252,TRAIN,2.0,2.0,0.0
essay254,TRAIN,2.0,2.0,0.0
essay254,TRAIN,2.0,1.0,-1.0
essay254,TRAIN,0.0,0.0,0.0
essay255,TRAIN,1.0,1.0,0.0
essay255,TRAIN,2.0,2.0,0.0
essay255,TRAIN,1.0,0.0,-1.0
essay256,VALIDATION,2.0,2.0,0.0
essay256,VALIDATION,1.0,2.0,1.0
essay256,VALIDATION,0.0,0.0,0.0
essay257,TRAIN,1.0,0.0,-1.0
essay257,TRAIN,2.0,2.0,0.0
essay257,TRAIN,2.0,2.0,0.0
essay259,TRAIN,2.0,2.0,0.0
essay259,TRAIN,2.0,1.0,-1.0
essay259,TRAIN,2.0,2.0,0.0
essay261,TRAIN,2.0,2.0,0.0
essay261,TRAIN,1.0,0.0,-1.0
essay261,TRAIN,2.0,1.0,-1.0
essay262,TRAIN,0.0,0.0,0.0
essay262,TRAIN,1.0,2.0,1.0
essay262,TRAIN,2.0,1.0,-1.0
essay264,TRAIN,1.0,2.0,1.0
essay264,TRAIN,2.0,2.0,0.0
essay264,TRAIN,1.0,1.0,0.0
essay266,TEST,2.0,1.0,-1.0
essay266,TEST,1.0,1.0,0.0
essay266,TEST,2.0,2.0,0.0
essay267,TRAIN,2.0,2.0,0.0
essay267,TRAIN,1.0,1.0,0.0
essay267,TRAIN,2.0,1.0,-1.0
essay268,TEST,2.0,1.0,-1.0
essay268,TEST,2.0,1.0,-1.0
essay268,TEST,-1.0,-1.0,0.0
essay269,TRAIN,1.0,1.0,0.0
essay269,TRAIN,0.0,1.0,1.0
essay269,TRAIN,-2.0,-1.0,1.0
essay271,TRAIN,1.0,2.0,1.0
essay271,TRAIN,2.0,2.0,0.0
essay271,TRAIN,2.0,2.0,0.0
essay272,TRAIN,1.0,2.0,1.0
essay272,TRAIN,-2.0,-1.0,1.0
essay272,TRAIN,0.0,2.0,2.0
essay273,VALIDATION,-1.0,2.0,3.0
essay273,VALIDATION,2.0,1.0,-1.0
essay273,VALIDATION,1.0,-2.0,-3.0
essay274,TRAIN,1.0,0.0,-1.0
essay274,TRAIN,2.0,2.0,0.0
essay274,TRAIN,2.0,2.0,0.0
essay276,TRAIN,0.0,2.0,2.0
essay276,TRAIN,1.0,2.0,1.0
essay276,TRAIN,2.0,2.0,0.0
essay278,TRAIN,0.0,0.0,0.0
essay278,TRAIN,2.0,1.0,-1.0
essay278,TRAIN,-1.0,-1.0,0.0
essay280,TRAIN,2.0,0.0,-2.0
essay280,TRAIN,0.0,0.0,0.0
essay280,TRAIN,2.0,2.0,0.0
essay281,TRAIN,1.0,1.0,0.0
essay281,TRAIN,1.0,2.0,1.0
essay281,TRAIN,0.0,1.0,1.0
essay282,TRAIN,2.0,2.0,0.0
essay282,TRAIN,2.0,2.0,0.0
essay282,TRAIN,0.0,0.0,0.0
essay283,TEST,-1.0,-1.0,0.0
essay283,TEST,1.0,1.0,0.0
essay283,TEST,2.0,1.0,-1.0
essay285,TRAIN,2.0,2.0,0.0
essay285,TRAIN,-1.0,2.0,3.0
essay285,TRAIN,1.0,1.0,0.0
essay287,TRAIN,2.0,2.0,0.0
essay287,TRAIN,1.0,1.0,0.0
essay287,TRAIN,2.0,0.0,-2.0
essay289,VALIDATION,1.0,1.0,0.0
essay289,VALIDATION,-1.0,1.0,2.0
essay289,VALIDATION,1.0,1.0,0.0
essay291,TRAIN,1.0,1.0,0.0
essay291,TRAIN,2.0,2.0,0.0
essay291,TRAIN,2.0,2.0,0.0
essay292,VALIDATION,0.0,1.0,1.0
essay292,VALIDATION,-2.0,-2.0,0.0
essay292,VALIDATION,2.0,0.0,-2.0
essay293,TRAIN,2.0,2.0,0.0
essay293,TRAIN,0.0,1.0,1.0
essay293,TRAIN,0.0,-1.0,-1.0
essay294,TEST,2.0,1.0,-1.0
essay294,TEST,1.0,-1.0,-2.0
essay294,TEST,1.0,0.0,-1.0
essay295,TRAIN,2.0,0.0,-2.0
essay295,TRAIN,2.0,2.0,0.0
essay295,TRAIN,2.0,1.0,-1.0
essay297,VALIDATION,2.0,2.0,0.0
essay297,VALIDATION,-1.0,-1.0,0.0
essay297,VALIDATION,0.0,2.0,2.0
essay298,TRAIN,0.0,1.0,1.0
essay298,TRAIN,2.0,2.0,0.0
essay298,TRAIN,2.0,1.0,-1.0
essay299,TRAIN,2.0,2.0,0.0
essay299,TRAIN,-2.0,-2.0,0.0
essay299,TRAIN,2.0,2.0,0.0
essay300,VALIDATION,0.0,-1.0,-1.0
essay300,VALIDATION,0.0,0.0,0.0
essay300,VALIDATION,1.0,-1.0,-2.0
essay301,TRAIN,2.0,2.0,0.0
essay301,TRAIN,0.0,1.0,1.0
essay301,TRAIN,2.0,2.0,0.0
essay302,TRAIN,2.0,0.0,-2.0
essay302,TRAIN,2.0,1.0,-1.0
essay302,TRAIN,1.0,0.0,-1.0
essay303,TRAIN,-2.0,1.0,3.0
essay303,TRAIN,1.0,0.0,-1.0
essay303,TRAIN,1.0,0.0,-1.0
essay304,VALIDATION,2.0,2.0,0.0
essay304,VALIDATION,2.0,2.0,0.0
essay304,VALIDATION,2.0,2.0,0.0
essay305,TRAIN,1.0,1.0,0.0
essay305,TRAIN,-1.0,1.0,2.0
essay305,TRAIN,1.0,2.0,1.0
essay306,TEST,2.0,2.0,0.0
essay306,TEST,2.0,2.0,0.0
essay306,TEST,2.0,2.0,0.0
essay307,VALIDATION,1.0,1.0,0.0
essay307,VALIDATION,2.0,2.0,0.0
essay307,VALIDATION,1.0,1.0,0.0
essay308,TEST,0.0,1.0,1.0
essay308,TEST,2.0,1.0,-1.0
essay308,TEST,0.0,0.0,0.0
essay310,VALIDATION,-2.0,-2.0,0.0
essay310,VALIDATION,2.0,2.0,0.0
essay310,VALIDATION,1.0,0.0,-1.0
essay312,TRAIN,0.0,0.0,0.0
essay312,TRAIN,1.0,0.0,-1.0
essay312,TRAIN,1.0,1.0,0.0
essay313,TRAIN,2.0,2.0,0.0
essay313,TRAIN,0.0,0.0,0.0
essay313,TRAIN,1.0,2.0,1.0
essay314,TEST,2.0,-2.0,-4.0
essay314,TEST,1.0,1.0,0.0
essay314,TEST,2.0,2.0,0.0
essay315,TEST,1.0,2.0,1.0
essay315,TEST,2.0,1.0,-1.0
essay315,TEST,1.0,1.0,0.0
essay316,TRAIN,1.0,1.0,0.0
essay316,TRAIN,0.0,2.0,2.0
essay316,TRAIN,2.0,1.0,-1.0
essay317,VALIDATION,1.0,2.0,1.0
essay317,VALIDATION,0.0,1.0,1.0
essay317,VALIDATION,-1.0,2.0,3.0
essay318,TRAIN,1.0,1.0,0.0
essay318,TRAIN,0.0,-1.0,-1.0
essay318,TRAIN,-2.0,-2.0,0.0
essay319,TRAIN,2.0,1.0,-1.0
essay319,TRAIN,2.0,1.0,-1.0
essay319,TRAIN,1.0,-2.0,-3.0
essay322,TRAIN,2.0,2.0,0.0
essay322,TRAIN,0.0,1.0,1.0
essay322,TRAIN,1.0,0.0,-1.0
essay323,TRAIN,2.0,2.0,0.0
essay323,TRAIN,1.0,1.0,0.0
essay323,TRAIN,2.0,1.0,-1.0
essay325,TRAIN,0.0,1.0,1.0
essay325,TRAIN,1.0,0.0,-1.0
essay325,TRAIN,2.0,1.0,-1.0
essay326,TRAIN,1.0,2.0,1.0
essay326,TRAIN,2.0,2.0,0.0
essay326,TRAIN,2.0,2.0,0.0
essay327,TRAIN,-1.0,-1.0,0.0
essay327,TRAIN,-1.0,-1.0,0.0
essay327,TRAIN,-1.0,-1.0,0.0
essay328,TRAIN,2.0,1.0,-1.0
essay328,TRAIN,0.0,2.0,2.0
essay328,TRAIN,-1.0,1.0,2.0
essay329,TRAIN,1.0,1.0,0.0
essay329,TRAIN,0.0,1.0,1.0
essay329,TRAIN,2.0,2.0,0.0
essay330,TEST,2.0,1.0,-1.0
essay330,TEST,1.0,0.0,-1.0
essay330,TEST,2.0,-1.0,-3.0
essay331,TRAIN,1.0,-2.0,-3.0
essay331,TRAIN,1.0,1.0,0.0
essay331,TRAIN,1.0,1.0,0.0
essay332,TRAIN,0.0,1.0,1.0
essay332,TRAIN,0.0,0.0,0.0
essay332,TRAIN,2.0,2.0,0.0
essay333,TRAIN,1.0,1.0,0.0
essay333,TRAIN,1.0,0.0,-1.0
essay333,TRAIN,1.0,1.0,0.0
essay334,TEST,2.0,1.0,-1.0
essay334,TEST,1.0,2.0,1.0
essay334,TEST,2.0,2.0,0.0
essay335,VALIDATION,2.0,2.0,0.0
essay335,VALIDATION,1.0,0.0,-1.0
essay335,VALIDATION,-2.0,1.0,3.0
essay336,TRAIN,1.0,2.0,1.0
essay336,TRAIN,2.0,-1.0,-3.0
essay336,TRAIN,0.0,-1.0,-1.0
essay337,TRAIN,0.0,0.0,0.0
essay337,TRAIN,2.0,0.0,-2.0
essay337,TRAIN,1.0,1.0,0.0
essay339,TRAIN,1.0,2.0,1.0
essay339,TRAIN,-1.0,0.0,1.0
essay339,TRAIN,1.0,1.0,0.0
essay340,TEST,1.0,2.0,1.0
essay340,TEST,1.0,1.0,0.0
essay340,TEST,1.0,-2.0,-3.0
essay341,TRAIN,2.0,2.0,0.0
essay341,TRAIN,0.0,1.0,1.0
essay341,TRAIN,2.0,0.0,-2.0
essay342,TEST,2.0,2.0,0.0
essay342,TEST,2.0,2.0,0.0
essay342,TEST,1.0,2.0,1.0
essay343,TEST,-1.0,-1.0,0.0
essay343,TEST,-1.0,1.0,2.0
essay343,TEST,1.0,0.0,-1.0
essay344,VALIDATION,1.0,0.0,-1.0
essay344,VALIDATION,1.0,2.0,1.0
essay344,VALIDATION,1.0,0.0,-1.0
essay345,TRAIN,2.0,2.0,0.0
essay345,TRAIN,0.0,0.0,0.0
essay345,TRAIN,-1.0,-2.0,-1.0
essay346,TRAIN,1.0,1.0,0.0
essay346,TRAIN,0.0,2.0,2.0
essay346,TRAIN,2.0,2.0,0.0
essay347,TRAIN,1.0,0.0,-1.0
essay347,TRAIN,-1.0,0.0,1.0
essay347,TRAIN,1.0,0.0,-1.0
essay348,TRAIN,1.0,1.0,0.0
essay348,TRAIN,1.0,1.0,0.0
essay348,TRAIN,2.0,2.0,0.0
essay349,TRAIN,1.0,1.0,0.0
essay349,TRAIN,2.0,2.0,0.0
essay349,TRAIN,1.0,1.0,0.0
essay350,TEST,1.0,0.0,-1.0
essay350,TEST,-1.0,-1.0,0.0
essay350,TEST,2.0,2.0,0.0
essay351,TEST,1.0,1.0,0.0
essay351,TEST,2.0,1.0,-1.0
essay351,TEST,1.0,2.0,1.0
essay352,TRAIN,2.0,2.0,0.0
essay352,TRAIN,2.0,1.0,-1.0
essay352,TRAIN,0.0,0.0,0.0
essay353,TRAIN,-2.0,-2.0,0.0
essay353,TRAIN,2.0,1.0,-1.0
essay353,TRAIN,2.0,1.0,-1.0
essay355,TRAIN,1.0,2.0,1.0
essay355,TRAIN,0.0,0.0,0.0
essay355,TRAIN,1.0,0.0,-1.0
essay356,TEST,2.0,0.0,-2.0
essay356,TEST,2.0,1.0,-1.0
essay356,TEST,1.0,1.0,0.0
essay357,TEST,-1.0,0.0,1.0
essay357,TEST,0.0,-1.0,-1.0
essay357,TEST,0.0,2.0,2.0
essay358,TEST,2.0,2.0,0.0
essay358,TEST,1.0,2.0,1.0
essay358,TEST,2.0,2.0,0.0
essay361,TEST,-2.0,-1.0,1.0
essay361,TEST,1.0,1.0,0.0
essay361,TEST,-1.0,-1.0,0.0
essay364,TRAIN,1.0,1.0,0.0
essay364,TRAIN,-1.0,1.0,2.0
essay364,TRAIN,2.0,2.0,0.0
essay366,TRAIN,2.0,1.0,-1.0
essay366,TRAIN,2.0,2.0,0.0
essay366,TRAIN,0.0,0.0,0.0
essay367,TRAIN,0.0,1.0,1.0
essay367,TRAIN,-2.0,-1.0,1.0
essay367,TRAIN,1.0,1.0,0.0
essay368,TRAIN,2.0,2.0,0.0
essay368,TRAIN,1.0,2.0,1.0
essay368,TRAIN,2.0,0.0,-2.0
essay369,TRAIN,2.0,1.0,-1.0
essay369,TRAIN,-1.0,-1.0,0.0
essay369,TRAIN,1.0,0.0,-1.0
essay370,TRAIN,0.0,2.0,2.0
essay370,TRAIN,0.0,1.0,1.0
essay370,TRAIN,0.0,0.0,0.0
essay372,TRAIN,0.0,1.0,1.0
essay372,TRAIN,2.0,0.0,-2.0
essay372,TRAIN,2.0,2.0,0.0
essay373,TRAIN,0.0,-1.0,-1.0
essay373,TRAIN,1.0,0.0,-1.0
essay373,TRAIN,1.0,0.0,-1.0
essay374,VALIDATION,2.0,2.0,0.0
essay374,VALIDATION,2.0,2.0,0.0
essay374,VALIDATION,-2.0,2.0,4.0
essay375,TRAIN,0.0,-1.0,-1.0
essay375,TRAIN,0.0,1.0,1.0
essay375,TRAIN,1.0,0.0,-1.0
essay376,TRAIN,2.0,2.0,0.0
essay376,TRAIN,1.0,0.0,-1.0
essay376,TRAIN,1.0,0.0,-1.0
essay377,TEST,1.0,1.0,0.0
essay377,TEST,2.0,2.0,0.0
essay377,TEST,1.0,2.0,1.0
essay378,TRAIN,-2.0,-1.0,1.0
essay378,TRAIN,1.0,1.0,0.0
essay378,TRAIN,1.0,1.0,0.0
essay379,VALIDATION,2.0,-2.0,-4.0
essay379,VALIDATION,1.0,1.0,0.0
essay379,VALIDATION,-1.0,-1.0,0.0
essay380,TRAIN,-1.0,1.0,2.0
essay380,TRAIN,1.0,2.0,1.0
essay380,TRAIN,0.0,0.0,0.0
essay381,TRAIN,1.0,1.0,0.0
essay381,TRAIN,-1.0,1.0,2.0
essay381,TRAIN,1.0,0.0,-1.0
essay382,TRAIN,2.0,2.0,0.0
essay382,TRAIN,1.0,1.0,0.0
essay382,TRAIN,1.0,2.0,1.0
essay383,TRAIN,-1.0,-1.0,0.0
essay383,TRAIN,1.0,0.0,-1.0
essay383,TRAIN,-1.0,-2.0,-1.0
essay384,TRAIN,1.0,1.0,0.0
essay384,TRAIN,0.0,1.0,1.0
essay384,TRAIN,0.0,1.0,1.0
essay385,TRAIN,-2.0,-2.0,0.0
essay385,TRAIN,1.0,-1.0,-2.0
essay385,TRAIN,2.0,2.0,0.0
essay386,TRAIN,1.0,1.0,0.0
essay386,TRAIN,2.0,1.0,-1.0
essay386,TRAIN,2.0,0.0,-2.0
essay387,TRAIN,-2.0,0.0,2.0
essay387,TRAIN,2.0,2.0,0.0
essay387,TRAIN,0.0,1.0,1.0
essay388,TRAIN,1.0,1.0,0.0
essay388,TRAIN,2.0,2.0,0.0
essay388,TRAIN,-1.0,-2.0,-1.0
essay389,VALIDATION,2.0,2.0,0.0
essay389,VALIDATION,2.0,2.0,0.0
essay389,VALIDATION,2.0,2.0,0.0
essay390,TRAIN,2.0,2.0,0.0
essay390,TRAIN,2.0,2.0,0.0
essay390,TRAIN,1.0,1.0,0.0
essay391,TRAIN,2.0,2.0,0.0
essay391,TRAIN,-1.0,-1.0,0.0
essay391,TRAIN,0.0,1.0,1.0
essay393,TRAIN,1.0,2.0,1.0
essay393,TRAIN,0.0,0.0,0.0
essay393,TRAIN,2.0,1.0,-1.0
essay394,TRAIN,2.0,2.0,0.0
essay394,TRAIN,0.0,1.0,1.0
essay394,TRAIN,1.0,1.0,0.0
essay395,TEST,2.0,1.0,-1.0
essay395,TEST,0.0,0.0,0.0
essay395,TEST,1.0,2.0,1.0
essay398,TRAIN,-1.0,0.0,1.0
essay398,TRAIN,1.0,2.0,1.0
essay398,TRAIN,2.0,0.0,-2.0
essay399,TRAIN,-1.0,0.0,1.0
essay399,TRAIN,2.0,1.0,-1.0
essay399,TRAIN,-2.0,-2.0,0.0
essay400,TRAIN,1.0,2.0,1.0
essay400,TRAIN,1.0,2.0,1.0
essay400,TRAIN,2.0,0.0,-2.0
essay401,TEST,2.0,2.0,0.0
essay401,TEST,2.0,2.0,0.0
essay401,TEST,2.0,1.0,-1.0
